hotel,lead_time,arrival_year,arrival_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email,is_canceled,arrival_day,arrival_date,Booking_ID
,1,2017,10,1,2,Online,,226.17,,0,2,2017-10-02,INN30884
,348,2018,12,0,1,Offline,,62.64,,0,6,2018-12-06,INN30885
,105,2018,3,2,4,Online,,97.12,,0,20,2018-03-20,INN30886
,2,2018,10,0,1,Offline,,109.65,,0,13,2018-10-13,INN30887
,149,2018,8,0,4,Online,,138.55,,0,9,2018-08-09,INN30888
,8,2018,7,1,1,Online,,139.0,,1,16,2018-07-16,INN30889
,122,2018,4,1,3,Online,,60.59,,0,18,2018-04-18,INN30890
,169,2018,4,2,2,Offline,,106.0,,1,22,2018-04-22,INN30891
,56,2018,5,1,2,Online,,116.1,,0,13,2018-05-13,INN30892
,11,2018,1,2,2,Online,,77.25,,0,15,2018-01-15,INN30893
,45,2018,9,2,2,Offline,,96.3,,0,18,2018-09-18,INN30894
,135,2017,9,1,2,Offline,,90.0,,0,14,2017-09-14,INN30895
,8,2018,2,1,4,Offline,,65.58,,0,3,2018-02-03,INN30896
,197,2018,10,1,0,Online,,96.3,,0,31,2018-10-31,INN30897
,70,2017,10,0,1,Offline,,85.0,,0,22,2017-10-22,INN30898
,56,2018,5,1,3,Offline,,85.5,,0,9,2018-05-09,INN30899
,39,2017,8,0,2,Offline,,109.0,,0,14,2017-08-14,INN30900
,58,2018,3,0,3,Online,,123.3,,0,31,2018-03-31,INN30901
,30,2017,9,2,0,Online,,94.5,,1,13,2017-09-13,INN30902
,33,2018,11,0,1,Corporate,,88.0,,0,9,2018-11-09,INN30903
,2,2018,5,2,0,Online,,104.72,,0,29,2018-05-29,INN30904
,223,2018,9,2,3,Online,,73.96,,1,30,2018-09-30,INN30905
,75,2018,7,0,1,Online,,97.54,,0,27,2018-07-27,INN30906
,13,2018,6,0,3,Corporate,,65.0,,0,14,2018-06-14,INN30907
,257,2017,7,0,2,Offline,,80.0,,0,1,2017-07-01,INN30908
,77,2018,6,0,3,Online,,125.1,,1,16,2018-06-16,INN30909
,98,2018,5,0,1,Online,,126.9,,0,19,2018-05-19,INN30910
,21,2018,3,0,1,Online,,129.0,,1,4,2018-03-04,INN30911
,138,2018,8,2,1,Online,,96.3,,0,27,2018-08-27,INN30912
,23,2017,12,2,2,Offline,,55.0,,0,4,2017-12-04,INN30913
,13,2018,3,1,0,Offline,,85.0,,0,20,2018-03-20,INN30914
,46,2018,3,0,2,Online,,112.5,,1,18,2018-03-18,INN30915
,45,2018,3,2,2,Online,,124.1,,1,19,2018-03-19,INN30916
,38,2018,3,1,2,Online,,76.5,,1,11,2018-03-11,INN30917
,99,2017,10,2,2,Offline,,65.0,,1,30,2017-10-30,INN30918
,20,2017,9,2,3,Online,,118.15,,0,20,2017-09-20,INN30919
,16,2017,8,1,1,Online,,97.5,,0,31,2017-08-31,INN30920
,111,2017,8,1,4,Online,,76.5,,0,3,2017-08-03,INN30921
,191,2018,8,1,2,Online,,94.5,,1,22,2018-08-22,INN30922
,155,2018,7,1,3,Online,,173.25,,1,7,2018-07-07,INN30923
,72,2018,4,1,1,Online,,96.3,,0,2,2018-04-02,INN30924
,26,2018,8,1,0,Corporate,,65.0,,0,8,2018-08-08,INN30925
,77,2018,4,1,2,Online,,115.8,,0,18,2018-04-18,INN30926
,24,2018,2,1,2,Online,,74.8,,0,12,2018-02-12,INN30927
,192,2018,8,0,3,Offline,,100.0,,0,25,2018-08-25,INN30928
,29,2018,10,1,4,Online,,114.4,,1,31,2018-10-31,INN30929
,4,2018,10,0,4,Online,,145.0,,0,25,2018-10-25,INN30930
,152,2018,8,2,5,Online,,98.87,,1,23,2018-08-23,INN30931
,232,2018,9,0,4,Online,,109.65,,1,20,2018-09-20,INN30932
,117,2018,5,0,2,Online,,114.3,,0,6,2018-05-06,INN30933
,90,2018,4,2,3,Online,,129.02,,0,23,2018-04-23,INN30934
,0,2017,11,0,1,Online,,95.0,,0,6,2017-11-06,INN30935
,0,2017,8,2,1,Online,,106.67,,0,22,2017-08-22,INN30936
,50,2018,9,4,10,Online,,196.91,,1,3,2018-09-03,INN30937
,180,2017,8,2,5,Online,,49.74,,1,16,2017-08-16,INN30938
,62,2018,7,1,1,Online,,173.25,,0,23,2018-07-23,INN30939
,44,2018,4,2,2,Online,,137.14,,0,29,2018-04-29,INN30940
,126,2018,7,0,1,Online,,123.3,,0,8,2018-07-08,INN30941
,25,2017,11,2,3,Offline,,65.0,,0,22,2017-11-22,INN30942
,23,2017,12,1,4,Online,,69.0,,0,9,2017-12-09,INN30943
,17,2017,11,1,2,Offline,,38.67,,0,13,2017-11-13,INN30944
,7,2018,12,0,2,Online,,124.0,,0,9,2018-12-09,INN30945
,109,2018,8,0,4,Online,,152.1,,1,24,2018-08-24,INN30946
,71,2018,6,0,3,Offline,,120.0,,0,14,2018-06-14,INN30947
,4,2018,12,2,1,Offline,,12.0,,0,3,2018-12-03,INN30948
,34,2018,12,2,2,Online,,95.2,,1,25,2018-12-25,INN30949
,116,2018,2,2,1,Offline,,70.0,,1,28,2018-02-28,INN30950
,38,2018,4,2,1,Online,,112.5,,0,3,2018-04-03,INN30951
,285,2018,10,1,3,Offline,,100.0,,1,3,2018-10-03,INN30952
,3,2018,2,0,3,Offline,,76.8,,0,18,2018-02-18,INN30953
,82,2018,3,0,4,Online,,82.45,,0,29,2018-03-29,INN30954
,24,2018,1,2,6,Online,,77.0,,0,15,2018-01-15,INN30955
,153,2018,8,2,2,Online,,96.3,,1,26,2018-08-26,INN30956
,91,2018,8,2,0,Online,,112.5,,0,21,2018-08-21,INN30957
,79,2018,4,0,3,Offline,,75.0,,0,27,2018-04-27,INN30958
,114,2018,12,1,0,Online,,79.2,,0,12,2018-12-12,INN30959
,131,2017,8,2,1,Offline,,94.5,,1,15,2017-08-15,INN30960
,307,2018,8,2,3,Online,,158.4,,1,14,2018-08-14,INN30961
,226,2018,9,1,2,Online,,112.0,,1,2,2018-09-02,INN30962
,39,2017,8,0,2,Offline,,101.5,,0,14,2017-08-14,INN30963
,97,2017,12,0,2,Offline,,70.0,,0,30,2017-12-30,INN30964
,64,2018,7,2,2,Online,,105.3,,1,17,2018-07-17,INN30965
,1,2018,3,0,1,Online,,101.0,,0,9,2018-03-09,INN30966
,12,2018,1,2,2,Online,,92.0,,0,2,2018-01-02,INN30967
,1,2018,11,0,1,Offline,,75.0,,0,23,2018-11-23,INN30968
,13,2018,2,1,0,Online,,66.7,,0,22,2018-02-22,INN30969
,185,2018,12,1,2,Online,,103.5,,0,16,2018-12-16,INN30970
,151,2018,8,0,3,Online,,204.0,,1,17,2018-08-17,INN30971
,6,2018,6,0,2,Online,,136.0,,0,2,2018-06-02,INN30972
,65,2018,3,2,3,Offline,,124.0,,0,20,2018-03-20,INN30973
,0,2017,9,0,1,Corporate,,114.0,,0,8,2017-09-08,INN30974
,43,2018,12,2,1,Online,,88.0,,0,25,2018-12-25,INN30975
,60,2018,7,0,1,Online,,81.08,,0,20,2018-07-20,INN30976
,177,2018,6,0,2,Offline,,100.0,,1,3,2018-06-03,INN30977
,204,2018,5,0,3,Offline,,100.0,,1,5,2018-05-05,INN30978
,192,2018,6,0,2,Offline,,95.0,,0,24,2018-06-24,INN30979
,21,2018,9,1,0,Online,,87.01,,0,25,2018-09-25,INN30980
,55,2018,7,0,4,Online,,149.4,,1,27,2018-07-27,INN30981
,128,2018,7,2,3,Offline,,81.25,,0,7,2018-07-07,INN30982
,2,2018,4,2,1,Online,,136.0,,1,23,2018-04-23,INN30983
,83,2018,7,0,3,Online,,141.1,,0,28,2018-07-28,INN30984
,83,2017,9,0,1,Offline,,90.6,,0,30,2017-09-30,INN30985
,97,2018,4,1,2,Online,,85.5,,0,25,2018-04-25,INN30986
,118,2018,10,2,1,Online,,104.4,,0,29,2018-10-29,INN30987
,27,2018,5,0,1,Online,,120.12,,0,18,2018-05-18,INN30988
,139,2018,7,2,7,Online,,86.92,,1,13,2018-07-13,INN30989
,164,2017,10,0,2,Offline,,100.0,,0,2,2017-10-02,INN30990
,74,2017,9,0,2,Offline,,109.0,,0,18,2017-09-18,INN30991
,89,2018,9,0,3,Online,,168.3,,0,20,2018-09-20,INN30992
,16,2018,9,2,1,Offline,,95.0,,0,11,2018-09-11,INN30993
,34,2018,8,1,2,Online,,135.9,,1,1,2018-08-01,INN30994
,197,2018,4,0,1,Online,,81.77,,1,21,2018-04-21,INN30995
,4,2018,7,0,3,Online,,151.0,,0,6,2018-07-06,INN30996
,130,2018,5,1,1,Online,,105.3,,1,23,2018-05-23,INN30997
,15,2018,12,1,3,Online,,102.0,,0,29,2018-12-29,INN30998
,65,2018,6,2,2,Online,,137.7,,1,26,2018-06-26,INN30999
,40,2018,2,0,4,Online,,67.5,,1,24,2018-02-24,INN31000
,3,2017,11,1,1,Online,,77.77,,0,2,2017-11-02,INN31001
,60,2018,10,0,1,Online,,80.1,,0,27,2018-10-27,INN31002
,0,2018,12,0,1,Online,,88.0,,0,28,2018-12-28,INN31003
,83,2018,5,2,2,Online,,132.6,,1,7,2018-05-07,INN31004
,49,2018,10,0,1,Online,,126.0,,0,11,2018-10-11,INN31005
,1,2017,8,2,2,Online,,89.0,,0,9,2017-08-09,INN31006
,14,2017,10,0,2,Offline,,100.0,,0,15,2017-10-15,INN31007
,55,2018,7,0,1,Corporate,,79.0,,1,7,2018-07-07,INN31008
,6,2017,9,0,1,Online,,0.0,,0,23,2017-09-23,INN31009
,49,2017,12,0,4,Offline,,71.0,,0,30,2017-12-30,INN31010
,102,2018,12,0,2,Online,,109.8,,1,9,2018-12-09,INN31011
,147,2018,8,2,5,Online,,138.55,,0,11,2018-08-11,INN31012
,35,2018,10,0,3,Offline,,85.0,,0,19,2018-10-19,INN31013
,2,2018,12,0,3,Online,,79.5,,0,20,2018-12-20,INN31014
,179,2018,8,1,0,Online,,137.7,,1,22,2018-08-22,INN31015
,14,2018,9,1,0,Complementary,,0.0,,0,12,2018-09-12,INN31016
,225,2018,11,0,1,Online,,67.5,,1,25,2018-11-25,INN31017
,71,2018,7,2,1,Offline,,72.25,,0,24,2018-07-24,INN31018
,47,2018,3,0,3,Online,,73.08,,0,30,2018-03-30,INN31019
,34,2018,2,4,9,Online,,84.69,,1,19,2018-02-19,INN31020
,6,2018,8,2,2,Online,,170.0,,0,14,2018-08-14,INN31021
,1,2017,8,2,3,Online,,113.6,,0,20,2017-08-20,INN31022
,104,2018,7,2,1,Online,,88.01,,0,2,2018-07-02,INN31023
,20,2017,9,1,3,Online,,105.0,,0,14,2017-09-14,INN31024
,4,2018,6,1,3,Offline,,107.0,,0,20,2018-06-20,INN31025
,107,2018,8,0,1,Offline,,81.25,,0,17,2018-08-17,INN31026
,1,2018,10,0,1,Offline,,99.0,,0,13,2018-10-13,INN31027
,32,2017,11,0,2,Offline,,73.0,,0,20,2017-11-20,INN31028
,67,2018,3,2,1,Offline,,72.08,,1,26,2018-03-26,INN31029
,56,2018,4,2,5,Online,,112.2,,1,8,2018-04-08,INN31030
,8,2017,11,0,1,Online,,83.0,,0,4,2017-11-04,INN31031
,1,2018,6,0,1,Online,,119.0,,0,1,2018-06-01,INN31032
,4,2017,9,1,2,Corporate,,95.0,,0,28,2017-09-28,INN31033
,96,2018,4,0,3,Online,,180.3,,1,28,2018-04-28,INN31034
,35,2018,10,0,3,Offline,,85.0,,0,20,2018-10-20,INN31035
,123,2018,8,1,3,Online,,105.3,,1,1,2018-08-01,INN31036
,53,2018,4,1,3,Online,,76.58,,0,11,2018-04-11,INN31037
,44,2018,6,1,1,Offline,,96.3,,0,18,2018-06-18,INN31038
,27,2018,4,1,0,Online,,111.0,,0,25,2018-04-25,INN31039
,66,2018,12,1,4,Online,,68.07,,0,5,2018-12-05,INN31040
,94,2018,3,1,2,Online,,87.3,,0,18,2018-03-18,INN31041
,3,2017,9,2,5,Online,,212.29,,0,15,2017-09-15,INN31042
,83,2018,12,2,1,Offline,,75.0,,0,11,2018-12-11,INN31043
,0,2017,11,0,1,Online,,0.0,,0,5,2017-11-05,INN31044
,17,2018,2,1,1,Offline,,87.0,,0,22,2018-02-22,INN31045
,24,2017,10,2,0,Online,,94.8,,0,25,2017-10-25,INN31046
,289,2017,10,0,1,Offline,,67.0,,0,17,2017-10-17,INN31047
,113,2018,6,1,3,Offline,,85.0,,1,30,2018-06-30,INN31048
,213,2018,9,2,1,Offline,,90.95,,0,4,2018-09-04,INN31049
,0,2018,9,1,0,Online,,106.65,,0,26,2018-09-26,INN31050
,188,2018,6,0,2,Offline,,130.0,,1,15,2018-06-15,INN31051
,24,2018,6,1,0,Online,,166.0,,1,27,2018-06-27,INN31052
,5,2018,8,0,1,Online,,139.0,,1,27,2018-08-27,INN31053
,62,2018,9,1,2,Online,,115.5,,0,5,2018-09-05,INN31054
,50,2018,6,1,2,Online,,189.9,,0,3,2018-06-03,INN31055
,56,2018,9,0,1,Offline,,85.5,,0,20,2018-09-20,INN31056
,23,2018,9,2,3,Online,,139.0,,0,25,2018-09-25,INN31057
,6,2017,12,0,2,Corporate,,65.0,,0,8,2017-12-08,INN31058
,201,2018,10,2,1,Online,,96.3,,1,16,2018-10-16,INN31059
,54,2018,4,1,1,Online,,143.1,,0,30,2018-04-30,INN31060
,11,2018,1,2,0,Online,,67.4,,0,31,2018-01-31,INN31061
,377,2018,10,0,2,Offline,,115.0,,1,14,2018-10-14,INN31062
,150,2018,1,2,1,Offline,,101.0,,0,2,2018-01-02,INN31063
,1,2017,8,0,4,Offline,,109.8,,0,18,2017-08-18,INN31064
,305,2018,11,1,2,Offline,,89.0,,1,4,2018-11-04,INN31065
,125,2017,8,2,2,Online,,76.5,,1,7,2017-08-07,INN31066
,7,2018,3,0,2,Corporate,,80.0,,0,9,2018-03-09,INN31067
,266,2018,10,2,2,Online,,86.7,,0,30,2018-10-30,INN31068
,17,2018,3,0,2,Corporate,,80.0,,1,17,2018-03-17,INN31069
,47,2017,11,2,1,Offline,,60.0,,0,14,2017-11-14,INN31070
,59,2018,8,2,3,Online,,87.3,,0,28,2018-08-28,INN31071
,102,2017,10,0,2,Offline,,109.0,,0,16,2017-10-16,INN31072
,17,2018,11,0,1,Corporate,,67.0,,1,17,2018-11-17,INN31073
,36,2018,2,1,1,Online,,67.5,,0,13,2018-02-13,INN31074
,56,2017,9,2,2,Offline,,185.0,,0,25,2017-09-25,INN31075
,1,2017,8,1,5,Online,,80.0,,0,4,2017-08-04,INN31076
,39,2018,3,0,3,Online,,142.8,,0,24,2018-03-24,INN31077
,12,2018,3,2,2,Offline,,71.8,,0,19,2018-03-19,INN31078
,3,2018,1,0,4,Online,,102.0,,0,19,2018-01-19,INN31079
,72,2018,3,1,3,Online,,68.4,,1,14,2018-03-14,INN31080
,51,2018,3,0,4,Online,,92.82,,0,16,2018-03-16,INN31081
,220,2018,12,2,2,Online,,114.75,,1,30,2018-12-30,INN31082
,45,2018,4,0,2,Online,,94.5,,0,13,2018-04-13,INN31083
,47,2018,4,1,2,Online,,106.2,,0,1,2018-04-01,INN31084
,37,2018,10,0,3,Offline,,105.0,,0,13,2018-10-13,INN31085
,8,2018,2,2,2,Online,,112.5,,1,28,2018-02-28,INN31086
,9,2018,4,1,0,Online,,105.0,,0,10,2018-04-10,INN31087
,19,2017,10,2,1,Online,,118.67,,0,3,2017-10-03,INN31088
,15,2018,1,0,1,Corporate,,80.0,,0,26,2018-01-26,INN31089
,31,2018,10,0,1,Offline,,85.5,,0,4,2018-10-04,INN31090
,14,2018,5,0,1,Offline,,73.0,,0,27,2018-05-27,INN31091
,47,2017,11,0,2,Online,,105.5,,0,5,2017-11-05,INN31092
,93,2018,10,2,1,Offline,,115.0,,1,15,2018-10-15,INN31093
,76,2018,8,0,1,Online,,207.9,,1,13,2018-08-13,INN31094
,121,2018,6,1,2,Offline,,90.0,,1,24,2018-06-24,INN31095
,61,2017,10,2,0,Offline,,73.0,,0,4,2017-10-04,INN31096
,11,2018,6,1,1,Online,,156.0,,1,20,2018-06-20,INN31097
,44,2018,2,0,2,Online,,67.5,,1,12,2018-02-12,INN31098
,40,2017,9,2,3,Online,,85.5,,0,13,2017-09-13,INN31099
,159,2018,4,1,1,Offline,,70.0,,0,9,2018-04-09,INN31100
,82,2018,4,1,2,Offline,,76.5,,0,11,2018-04-11,INN31101
,76,2018,5,0,2,Corporate,,130.0,,0,17,2018-05-17,INN31102
,50,2018,11,0,4,Online,,74.8,,0,15,2018-11-15,INN31103
,70,2018,3,2,4,Online,,86.4,,1,27,2018-03-27,INN31104
,57,2018,3,0,4,Online,,85.85,,0,30,2018-03-30,INN31105
,47,2018,8,1,0,Online,,109.8,,1,28,2018-08-28,INN31106
,174,2018,9,0,1,Online,,126.9,,1,7,2018-09-07,INN31107
,102,2017,10,0,2,Offline,,109.0,,0,16,2017-10-16,INN31108
,18,2018,3,0,2,Online,,97.0,,1,18,2018-03-18,INN31109
,150,2018,1,2,1,Offline,,101.0,,0,2,2018-01-02,INN31110
,282,2017,10,2,1,Offline,,76.67,,0,10,2017-10-10,INN31111
,35,2018,8,1,3,Online,,135.9,,0,15,2018-08-15,INN31112
,37,2018,3,1,0,Corporate,,67.0,,0,13,2018-03-13,INN31113
,49,2018,2,1,3,Online,,65.75,,0,22,2018-02-22,INN31114
,2,2018,2,0,1,Online,,91.0,,0,13,2018-02-13,INN31115
,8,2018,10,0,1,Online,,84.7,,0,27,2018-10-27,INN31116
,92,2018,1,1,1,Online,,90.0,,0,16,2018-01-16,INN31117
,4,2018,8,0,2,Online,,92.0,,0,12,2018-08-12,INN31118
,23,2018,10,2,1,Offline,,85.0,,0,9,2018-10-09,INN31119
,34,2017,10,0,2,Online,,108.9,,0,14,2017-10-14,INN31120
,114,2018,7,1,2,Offline,,75.0,,1,1,2018-07-01,INN31121
,37,2018,5,1,0,Corporate,,65.0,,0,8,2018-05-08,INN31122
,253,2018,10,1,2,Online,,140.4,,1,7,2018-10-07,INN31123
,21,2018,10,0,2,Online,,95.48,,0,26,2018-10-26,INN31124
,7,2017,8,0,1,Corporate,,65.0,,0,28,2017-08-28,INN31125
,19,2017,10,0,3,Online,,117.0,,0,6,2017-10-06,INN31126
,68,2018,10,0,4,Online,,71.46,,0,25,2018-10-25,INN31127
,95,2018,5,2,2,Online,,109.65,,1,21,2018-05-21,INN31128
,5,2018,4,2,0,Online,,152.0,,0,24,2018-04-24,INN31129
,18,2018,6,0,1,Online,,128.0,,0,23,2018-06-23,INN31130
,55,2018,8,3,8,Online,,126.0,,0,29,2018-08-29,INN31131
,3,2018,11,0,2,Aviation,,95.0,,0,10,2018-11-10,INN31132
,4,2017,12,2,5,Online,,92.43,,0,26,2017-12-26,INN31133
,5,2017,8,2,1,Offline,,47.25,,0,15,2017-08-15,INN31134
,26,2018,11,2,2,Offline,,78.2,,1,12,2018-11-12,INN31135
,11,2018,6,0,3,Corporate,,90.0,,0,14,2018-06-14,INN31136
,5,2017,9,2,0,Corporate,,100.0,,0,20,2017-09-20,INN31137
,29,2018,12,0,2,Corporate,,66.18,,0,2,2018-12-02,INN31138
,139,2018,11,2,4,Offline,,68.0,,1,16,2018-11-16,INN31139
,23,2018,9,0,2,Online,,129.0,,0,28,2018-09-28,INN31140
,58,2018,4,1,3,Online,,99.45,,0,11,2018-04-11,INN31141
,55,2018,3,2,6,Online,,84.2,,0,5,2018-03-05,INN31142
,16,2018,11,0,3,Offline,,75.0,,0,16,2018-11-16,INN31143
,110,2017,12,0,4,Offline,,70.0,,0,9,2017-12-09,INN31144
,89,2018,9,2,4,Offline,,85.0,,0,4,2018-09-04,INN31145
,12,2018,1,2,2,Online,,77.0,,0,29,2018-01-29,INN31146
,30,2018,10,0,3,Offline,,85.0,,0,27,2018-10-27,INN31147
,40,2018,12,1,3,Online,,74.8,,1,1,2018-12-01,INN31148
,164,2017,10,0,2,Offline,,100.0,,1,2,2017-10-02,INN31149
,52,2018,2,0,2,Online,,84.8,,0,18,2018-02-18,INN31150
,2,2017,12,0,2,Corporate,,65.0,,0,17,2017-12-17,INN31151
,1,2018,12,0,1,Online,,79.5,,0,20,2018-12-20,INN31152
,6,2017,9,1,0,Online,,105.0,,0,13,2017-09-13,INN31153
,14,2018,2,0,1,Online,,85.0,,0,16,2018-02-16,INN31154
,34,2017,10,2,1,Corporate,,65.0,,0,25,2017-10-25,INN31155
,25,2018,1,0,2,Online,,78.3,,1,29,2018-01-29,INN31156
,219,2017,9,0,1,Offline,,108.0,,1,4,2017-09-04,INN31157
,5,2018,5,0,2,Corporate,,110.0,,0,24,2018-05-24,INN31158
,21,2018,10,2,1,Online,,129.0,,0,2,2018-10-02,INN31159
,161,2018,3,1,2,Offline,,130.0,,1,25,2018-03-25,INN31160
,35,2017,9,2,5,Online,,67.49,,0,14,2017-09-14,INN31161
,29,2017,10,2,2,Online,,96.3,,0,11,2017-10-11,INN31162
,69,2018,6,2,4,Offline,,120.0,,1,12,2018-06-12,INN31163
,13,2018,4,0,1,Offline,,131.6,,0,14,2018-04-14,INN31164
,12,2018,2,2,3,Online,,129.0,,0,14,2018-02-14,INN31165
,21,2017,11,0,1,Offline,,92.0,,0,4,2017-11-04,INN31166
,22,2018,6,0,2,Online,,141.0,,0,17,2018-06-17,INN31167
,279,2018,10,0,3,Offline,,110.0,,1,12,2018-10-12,INN31168
,164,2018,7,0,1,Online,,105.3,,1,29,2018-07-29,INN31169
,5,2018,5,1,0,Online,,68.53,,0,16,2018-05-16,INN31170
,11,2018,11,1,5,Corporate,,110.0,,0,1,2018-11-01,INN31171
,4,2018,5,1,0,Offline,,144.0,,0,23,2018-05-23,INN31172
,13,2018,7,0,1,Online,,116.0,,0,20,2018-07-20,INN31173
,166,2018,11,0,3,Offline,,110.0,,1,1,2018-11-01,INN31174
,128,2018,8,1,4,Online,,137.91,,1,24,2018-08-24,INN31175
,0,2018,12,4,7,Online,,71.25,,0,9,2018-12-09,INN31176
,49,2018,5,2,5,Offline,,106.25,,0,19,2018-05-19,INN31177
,144,2017,12,0,3,Online,,72.25,,0,29,2017-12-29,INN31178
,32,2018,12,0,2,Online,,88.0,,0,2,2018-12-02,INN31179
,49,2018,10,0,2,Online,,113.4,,0,5,2018-10-05,INN31180
,61,2017,7,0,4,Online,,76.5,,1,7,2017-07-07,INN31181
,73,2018,12,0,1,Online,,60.98,,0,3,2018-12-03,INN31182
,71,2018,5,0,3,Offline,,98.0,,0,10,2018-05-10,INN31183
,128,2018,9,1,2,Online,,118.8,,0,2,2018-09-02,INN31184
,9,2018,4,0,1,Online,,0.0,,0,6,2018-04-06,INN31185
,16,2018,3,0,4,Online,,141.0,,0,29,2018-03-29,INN31186
,74,2018,4,0,4,Online,,99.45,,0,13,2018-04-13,INN31187
,38,2017,10,0,5,Online,,96.3,,0,20,2017-10-20,INN31188
,268,2018,4,2,3,Offline,,78.0,,0,8,2018-04-08,INN31189
,15,2018,10,0,3,Online,,138.5,,0,6,2018-10-06,INN31190
,209,2018,7,0,1,Online,,168.3,,1,22,2018-07-22,INN31191
,192,2018,9,1,3,Online,,107.1,,1,5,2018-09-05,INN31192
,87,2018,9,2,5,Online,,183.6,,0,6,2018-09-06,INN31193
,59,2018,11,0,2,Offline,,75.0,,0,17,2018-11-17,INN31194
,7,2018,10,2,1,Online,,126.67,,1,29,2018-10-29,INN31195
,314,2018,10,0,3,Offline,,75.0,,1,12,2018-10-12,INN31196
,10,2018,10,1,2,Offline,,129.0,,0,14,2018-10-14,INN31197
,8,2018,3,0,1,Online,,86.0,,0,2,2018-03-02,INN31198
,12,2018,1,0,2,Corporate,,80.0,,0,26,2018-01-26,INN31199
,11,2018,2,1,2,Online,,81.0,,0,12,2018-02-12,INN31200
,62,2018,7,2,1,Online,,105.3,,0,17,2018-07-17,INN31201
,0,2018,6,1,1,Online,,149.0,,0,20,2018-06-20,INN31202
,346,2018,9,0,2,Offline,,115.0,,1,13,2018-09-13,INN31203
,323,2018,5,0,4,Offline,,70.0,,1,17,2018-05-17,INN31204
,15,2017,9,0,3,Online,,78.03,,0,30,2017-09-30,INN31205
,253,2017,9,2,5,Online,,89.25,,0,12,2017-09-12,INN31206
,50,2018,1,2,3,Online,,75.95,,0,24,2018-01-24,INN31207
,1,2017,10,0,1,Offline,,96.0,,0,1,2017-10-01,INN31208
,245,2018,6,0,2,Offline,,75.0,,1,17,2018-06-17,INN31209
,8,2018,4,0,1,Online,,95.0,,0,8,2018-04-08,INN31210
,152,2018,6,1,2,Online,,132.9,,1,10,2018-06-10,INN31211
,102,2018,5,0,3,Online,,108.3,,0,3,2018-05-03,INN31212
,192,2018,8,2,1,Online,,137.7,,1,7,2018-08-07,INN31213
,30,2018,4,0,1,Online,,130.5,,0,15,2018-04-15,INN31214
,14,2018,4,0,1,Offline,,65.0,,0,29,2018-04-29,INN31215
,164,2018,7,0,2,Online,,96.3,,0,1,2018-07-01,INN31216
,30,2018,6,0,2,Offline,,140.0,,0,2,2018-06-02,INN31217
,20,2018,9,2,0,Offline,,85.5,,0,25,2018-09-25,INN31218
,64,2018,2,2,1,Offline,,65.0,,0,7,2018-02-07,INN31219
,116,2018,2,2,1,Offline,,76.0,,0,28,2018-02-28,INN31220
,19,2018,11,1,3,Online,,58.45,,0,14,2018-11-14,INN31221
,36,2018,5,1,2,Online,,116.1,,0,13,2018-05-13,INN31222
,72,2017,9,0,1,Offline,,108.0,,0,18,2017-09-18,INN31223
,155,2018,7,1,1,Online,,137.7,,1,16,2018-07-16,INN31224
,27,2018,11,0,4,Online,,88.4,,0,16,2018-11-16,INN31225
,72,2018,3,0,3,Online,,81.3,,0,16,2018-03-16,INN31226
,0,2017,9,1,4,Online,,90.71,,0,7,2017-09-07,INN31227
,276,2018,5,2,3,Offline,,61.0,,1,13,2018-05-13,INN31228
,8,2018,9,0,1,Online,,119.0,,0,1,2018-09-01,INN31229
,19,2017,9,0,1,Online,,96.0,,0,17,2017-09-17,INN31230
,37,2018,10,0,3,Offline,,105.0,,0,13,2018-10-13,INN31231
,3,2018,3,2,0,Corporate,,65.0,,0,20,2018-03-20,INN31232
,1,2018,6,1,1,Online,,167.0,,0,4,2018-06-04,INN31233
,105,2017,10,1,2,Offline,,110.0,,1,12,2017-10-12,INN31234
,4,2018,11,0,1,Online,,120.0,,0,5,2018-11-05,INN31235
,59,2018,12,0,4,Online,,68.07,,0,7,2018-12-07,INN31236
,141,2018,5,2,3,Online,,108.29,,0,29,2018-05-29,INN31237
,85,2018,10,1,3,Offline,,85.0,,0,6,2018-10-06,INN31238
,159,2018,4,1,1,Offline,,70.0,,0,9,2018-04-09,INN31239
,36,2018,3,2,4,Online,,125.1,,1,23,2018-03-23,INN31240
,1,2017,9,0,2,Offline,,98.1,,0,30,2017-09-30,INN31241
,12,2018,9,1,4,Online,,147.2,,0,14,2018-09-14,INN31242
,58,2018,6,0,2,Online,,138.6,,0,8,2018-06-08,INN31243
,46,2018,11,0,2,Offline,,75.0,,0,4,2018-11-04,INN31244
,150,2018,10,1,2,Online,,135.0,,0,3,2018-10-03,INN31245
,1,2017,10,1,1,Online,,0.0,,0,10,2017-10-10,INN31246
,4,2017,8,1,3,Online,,122.0,,0,17,2017-08-17,INN31247
,46,2018,11,2,3,Online,,128.38,,0,4,2018-11-04,INN31248
,290,2018,12,1,3,Online,,86.7,,1,1,2018-12-01,INN31249
,78,2018,11,0,1,Online,,86.4,,0,23,2018-11-23,INN31250
,88,2018,7,1,2,Offline,,82.45,,1,15,2018-07-15,INN31251
,63,2018,7,0,5,Offline,,131.75,,0,26,2018-07-26,INN31252
,15,2018,6,0,4,Online,,120.18,,0,1,2018-06-01,INN31253
,82,2018,6,0,1,Online,,85.5,,1,23,2018-06-23,INN31254
